Game,Player,Stat Type,Point Total,Over/Under,American Odds
Detroit Pistons vs. Chicago Bulls,Zach LaVine,points_rebounds_assists,36.5,Under,-420
Detroit Pistons vs. Chicago Bulls,Zach LaVine,points_rebounds_assists,37.5,Under,-490
Detroit Pistons vs. Chicago Bulls,Zach LaVine,points_rebounds_assists,38.5,Under,-650
Detroit Pistons vs. Chicago Bulls,Zach LaVine,points_rebounds_assists,39.5,Under,-750
Detroit Pistons vs. Chicago Bulls,Zach LaVine,points_rebounds_assists,40.5,Under,-1100
Detroit Pistons vs. Chicago Bulls,Zach LaVine,rebounds,2.5,Over,-670
Detroit Pistons vs. Chicago Bulls,Zach LaVine,rebounds,3.5,Over,-230
Detroit Pistons vs. Chicago Bulls,Zach LaVine,rebounds,3.5,Over,-250
Detroit Pistons vs. Chicago Bulls,Zach LaVine,rebounds,5.5,Under,-240
Detroit Pistons vs. Chicago Bulls,Zach LaVine,rebounds,6.5,Under,-490
Detroit Pistons vs. Chicago Bulls,Zach LaVine,rebounds_assists,5.5,Over,-650
Detroit Pistons vs. Chicago Bulls,Zach LaVine,rebounds_assists,6.5,Over,-330
Detroit Pistons vs. Chicago Bulls,Zach LaVine,rebounds_assists,9.5,Under,-205
Detroit Pistons vs. Chicago Bulls,Zach LaVine,rebounds_assists,10.5,Under,-340
Detroit Pistons vs. Chicago Bulls,Zach LaVine,rebounds_assists,11.5,Under,-600
Detroit Pistons vs. Chicago Bulls,Zach LaVine,steals,0.5,Over,-290
Detroit Pistons vs. Chicago Bulls,Zach LaVine,threes,0.5,Over,-1000
Detroit Pistons vs. Chicago Bulls,Zach LaVine,threes,1.5,Over,-240
Detroit Pistons vs. Chicago Bulls,Zach LaVine,threes,1.5,Over,-210
Detroit Pistons vs. Chicago Bulls,Zach LaVine,threes,3.5,Under,-440
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points,7.5,Over,-1100
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points,8.5,Over,-670
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points,9.5,Over,-470
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points,9.5,Over,-420
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points,10.5,Over,-330
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points,11.5,Over,-245
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points,17.5,Under,-245
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points,18.5,Under,-310
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points_rebounds,11.5,Over,-800
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points_rebounds,12.5,Over,-580
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points_rebounds,13.5,Over,-420
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points_rebounds,14.5,Over,-320
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points_rebounds,15.5,Over,-245
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points_rebounds,21.5,Under,-220
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points_rebounds,22.5,Under,-270
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points_rebounds,23.5,Under,-330
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,points_rebounds,24.5,Under,-420
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,rebounds,2.5,Over,-440
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,rebounds,5.5,Under,-350
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,rebounds,6.5,Under,-850
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,threes,0.5,Over,-600
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,threes,0.5,Over,-650
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,threes,2.5,Under,-300
Los Angeles Clippers vs. Golden State Warriors,Andrew Wiggins,threes,3.5,Under,-1000
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,points,3.5,Over,-1100
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,points,4.5,Over,-600
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,points,5.5,Over,-360
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,points,6.5,Over,-260
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,points,11.5,Under,-270
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,points,12.5,Under,-360
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,points_rebounds,6.5,Over,-750
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,points_rebounds,7.5,Over,-500
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,points_rebounds,8.5,Over,-340
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,points_rebounds,9.5,Over,-245
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,points_rebounds,14.5,Under,-225
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,points_rebounds,15.5,Under,-295
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,rebounds,1.5,Over,-550
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,rebounds,4.5,Under,-400
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,rebounds,5.5,Under,-1100
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,threes,0.5,Over,-230
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,threes,0.5,Over,-250
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,threes,1.5,Under,-240
Los Angeles Clippers vs. Golden State Warriors,Derrick Jones,threes,2.5,Under,-900
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,assists,3.5,Over,-420
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,assists,3.5,Over,-380
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,assists,4.5,Over,-205
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,assists,6.5,Under,-260
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,assists,7.5,Under,-490
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,assists,8.5,Under,-1100
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_assists,7.5,Over,-1100
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_assists,8.5,Over,-670
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_assists,9.5,Over,-450
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_assists,10.5,Over,-320
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_assists,11.5,Over,-230
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_assists,16.5,Under,-245
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_assists,17.5,Under,-320
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_assists,18.5,Under,-440
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds,8.5,Over,-800
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds,9.5,Over,-550
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds,10.5,Over,-400
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds,11.5,Over,-275
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds,12.5,Over,-205
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds,16.5,Under,-200
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds,17.5,Under,-260
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds,18.5,Under,-320
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds,19.5,Under,-420
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds,20.5,Under,-550
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,12.5,Over,-1100
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,13.5,Over,-700
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,14.5,Over,-500
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,15.5,Over,-390
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,16.5,Over,-290
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,17.5,Over,-225
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,18.5,Over,-225
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,19.5,Over,-200
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,22.5,Under,-200
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,23.5,Under,-250
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,24.5,Under,-310
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,25.5,Under,-400
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,26.5,Under,-490
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,points_rebounds_assists,27.5,Under,-650
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,rebounds,3.5,Over,-650
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,rebounds,3.5,Over,-750
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,rebounds,4.5,Over,-330
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,rebounds,7.5,Under,-275
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,rebounds,8.5,Under,-500
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,rebounds,9.5,Under,-800
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,rebounds_assists,7.5,Over,-900
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,rebounds_assists,8.5,Over,-470
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,rebounds_assists,9.5,Over,-290
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,rebounds_assists,13.5,Under,-245
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,rebounds_assists,14.5,Under,-350
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,rebounds_assists,15.5,Under,-550
Los Angeles Clippers vs. Golden State Warriors,Draymond Green,steals,0.5,Over,-250
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,blocks,0.5,Over,-350
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points,9.5,Over,-700
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points,9.5,Over,-850
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points,10.5,Over,-580
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points,11.5,Over,-420
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points,12.5,Over,-310
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points,13.5,Over,-240
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points,19.5,Under,-250
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points,20.5,Under,-310
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points,21.5,Under,-400
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points,22.5,Under,-500
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points,23.5,Under,-670
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,18.5,Over,-1100
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,19.5,Over,-750
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,20.5,Over,-600
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,21.5,Over,-440
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,22.5,Over,-350
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,23.5,Over,-290
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,24.5,Over,-240
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,31.5,Under,-220
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,32.5,Under,-260
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,33.5,Under,-310
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,34.5,Under,-390
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,35.5,Under,-450
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,36.5,Under,-580
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,37.5,Under,-700
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,points_rebounds,38.5,Under,-1000
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,rebounds,7.5,Over,-700
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,rebounds,7.5,Over,-800
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,rebounds,8.5,Over,-440
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,rebounds,9.5,Over,-280
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,rebounds,9.5,Over,-310
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,rebounds,13.5,Under,-260
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,rebounds,14.5,Under,-400
Los Angeles Clippers vs. Golden State Warriors,Ivica Zubac,rebounds,15.5,Under,-670
Los Angeles Clippers vs. Golden State Warriors,James Harden,assists,5.5,Over,-600
Los Angeles Clippers vs. Golden State Warriors,James Harden,assists,5.5,Over,-670
Los Angeles Clippers vs. Golden State Warriors,James Harden,assists,6.5,Over,-330
Los Angeles Clippers vs. Golden State Warriors,James Harden,assists,9.5,Under,-200
Los Angeles Clippers vs. Golden State Warriors,James Harden,assists,10.5,Under,-330
Los Angeles Clippers vs. Golden State Warriors,James Harden,assists,11.5,Under,-600
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,13.5,Over,-700
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,14.5,Over,-550
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,14.5,Over,-480
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,15.5,Over,-420
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,16.5,Over,-320
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,17.5,Over,-250
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,18.5,Over,-205
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,24.5,Under,-230
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,25.5,Under,-275
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,26.5,Under,-340
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,27.5,Under,-420
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,28.5,Under,-550
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,29.5,Under,-700
Los Angeles Clippers vs. Golden State Warriors,James Harden,points,30.5,Under,-900
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,20.5,Over,-1000
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,21.5,Over,-700
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,22.5,Over,-550
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,23.5,Over,-420
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,24.5,Over,-340
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,25.5,Over,-275
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,26.5,Over,-230
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,33.5,Under,-230
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,34.5,Under,-270
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,35.5,Under,-330
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,36.5,Under,-420
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,37.5,Under,-490
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,38.5,Under,-650
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,39.5,Under,-800
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_assists,40.5,Under,-1100
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,18.5,Over,-800
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,19.5,Over,-600
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,20.5,Over,-470
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,21.5,Over,-380
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,22.5,Over,-310
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,23.5,Over,-250
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,24.5,Over,-205
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,30.5,Under,-205
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,31.5,Under,-245
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,32.5,Under,-290
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,33.5,Under,-340
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,34.5,Under,-420
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,35.5,Under,-500
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,36.5,Under,-650
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,37.5,Under,-750
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds,38.5,Under,-1100
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,25.5,Over,-1000
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,26.5,Over,-750
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,27.5,Over,-600
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,28.5,Over,-490
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,29.5,Over,-400
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,30.5,Over,-320
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,31.5,Over,-270
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,32.5,Over,-220
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,39.5,Under,-200
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,40.5,Under,-240
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,41.5,Under,-280
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,42.5,Under,-330
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,43.5,Under,-400
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,44.5,Under,-470
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,45.5,Under,-580
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,46.5,Under,-700
Los Angeles Clippers vs. Golden State Warriors,James Harden,points_rebounds_assists,47.5,Under,-900
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds,3.5,Over,-650
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds,3.5,Over,-750
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds,4.5,Over,-330
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds,7.5,Under,-280
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds,8.5,Under,-550
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds,9.5,Under,-900
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds_assists,10.5,Over,-700
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds_assists,11.5,Over,-420
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds_assists,12.5,Over,-270
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds_assists,16.5,Under,-230
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds_assists,17.5,Under,-320
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds_assists,18.5,Under,-490
Los Angeles Clippers vs. Golden State Warriors,James Harden,rebounds_assists,19.5,Under,-750
Los Angeles Clippers vs. Golden State Warriors,James Harden,steals,0.5,Over,-290
Los Angeles Clippers vs. Golden State Warriors,James Harden,threes,1.5,Over,-420
Los Angeles Clippers vs. Golden State Warriors,James Harden,threes,1.5,Over,-360
Los Angeles Clippers vs. Golden State Warriors,James Harden,threes,3.5,Under,-245
Los Angeles Clippers vs. Golden State Warriors,James Harden,threes,4.5,Under,-580
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,assists,0.5,Over,-1000
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,assists,2.5,Under,-240
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,assists,3.5,Under,-700
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points,12.5,Over,-700
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points,13.5,Over,-550
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points,14.5,Over,-400
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points,14.5,Over,-360
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points,15.5,Over,-310
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points,16.5,Over,-250
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points,17.5,Over,-200
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points,23.5,Under,-240
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points,24.5,Under,-290
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points,25.5,Under,-350
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points,26.5,Under,-440
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points,27.5,Under,-550
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,13.5,Over,-1000
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,14.5,Over,-700
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,15.5,Over,-550
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,16.5,Over,-400
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,17.5,Over,-320
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,18.5,Over,-250
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,19.5,Over,-205
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,25.5,Under,-230
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,26.5,Under,-275
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,27.5,Under,-340
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,28.5,Under,-420
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,29.5,Under,-500
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_assists,30.5,Under,-650
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,14.5,Over,-900
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,15.5,Over,-650
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,16.5,Over,-490
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,17.5,Over,-390
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,18.5,Over,-310
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,19.5,Over,-245
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,26.5,Under,-225
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,27.5,Under,-270
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,28.5,Under,-330
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,29.5,Under,-400
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,30.5,Under,-490
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,31.5,Under,-600
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds,32.5,Under,-750
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,16.5,Over,-850
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,17.5,Over,-650
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,18.5,Over,-490
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,19.5,Over,-380
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,20.5,Over,-310
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,21.5,Over,-250
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,22.5,Over,-200
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,28.5,Under,-215
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,29.5,Under,-260
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,30.5,Under,-310
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,31.5,Under,-380
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,32.5,Under,-470
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,33.5,Under,-580
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,34.5,Under,-700
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,points_rebounds_assists,35.5,Under,-900
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,rebounds,1.5,Over,-490
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,rebounds,3.5,Under,-205
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,rebounds,4.5,Under,-490
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,rebounds_assists,2.5,Over,-1000
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,rebounds_assists,3.5,Over,-340
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,rebounds_assists,6.5,Under,-330
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,rebounds_assists,7.5,Under,-700
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,threes,1.5,Over,-360
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,threes,1.5,Over,-400
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,threes,3.5,Under,-235
Los Angeles Clippers vs. Golden State Warriors,Norman Powell,threes,4.5,Under,-580
Los Angeles Clippers vs. Golden State Warriors,Stephen Curry,assists,3.5,Over,-550
Los Angeles Clippers vs. Golden State Warriors,Stephen Curry,assists,3.5,Over,-650
Los Angeles Clippers vs. Golden State Warriors,Stephen Curry,assists,4.5,Over,-270
Los Angeles Clippers vs. Golden State Warriors,Stephen Curry,assists,7.5,Under,-340
Los Angeles Clippers vs. Golden State Warriors,Stephen Curry,assists,8.5,Under,-670
Los Angeles Clippers vs. Golden State Warriors,Stephen Curry,points,14.5,Over,-850
Los Angeles Clippers vs. Golden State Warriors,Stephen Curry,points,15.5,Over,-750
Los Angeles Clippers vs. Golden State Warriors,Stephen Curry,points,16.5,Over,-580
Los Angeles Clippers vs. Golden State Warriors,Stephen Curry,points,17.5,Over,-450
Los Angeles Clippers vs. Golden State Warriors,Stephen Curry,points,18.5,Over,-350
Los Angeles Clippers vs. Golden State Warriors,Stephen Curry,points,19.5,Over,-270
